"Var1"	"Freq"
"2969"	"Parkinsons disease	Disease	MESH:D010300
34628360	156	184	familial Parkinsons disease"	1
"2970"	"Parkinsons disease	Disease	MESH:D010300
34630069	189	191	PD	Disease	MESH:D010300
34630069	592	594	PD	Disease	MESH:D010300
34630069	788	790	PD	Disease	MESH:D010300
34629181	0	12	Parkinsonism	Disease	MESH:D010302
34629181	23	37	paraneoplastic	Disease	MESH:D010257
34629181	43	62	autoimmune diseases	Disease	MESH:D001327
34629181	64	86	Secondary parkinsonism	Disease	MESH:D010302
34629181	95	107	parkinsonism	Disease	MESH:D010302
34629181	133	161	idiopathic neurodegeneration	Disease	MESH:D019636
34629181	224	236	parkinsonism	Disease	MESH:D010302
34629181	328	340	parkinsonism	Disease	MESH:D010302
34629181	439	453	paraneoplastic	Disease	MESH:D010257
34629181	589	604	viral infection	Disease	MESH:D001102
34629181	670	690	hypokinetic symptoms	Disease	MESH:D051271
34629181	711	723	encephalitic	Disease	MESH:D010301
34629181	755	765	infections	Disease	MESH:D007239
34629181	887	897	malignancy	Disease	MESH:D009369
34629181	935	954	autoimmune diseases	Disease	MESH:D001327
34629181	963	991	systemic lupus erythematosus	Disease	MESH:D008180
34629181	994	997	SLE	Disease	MESH:D008180
34629181	1003	1019	Sjogren syndrome	Disease	MESH:D012859
34629181	1085	1093	COVID-19	Disease	MESH:C000657245
34629181	1215	1221	tumors	Disease	MESH:D009369
34629181	1393	1405	parkinsonism	Disease	MESH:D010302
34629181	1471	1483	parkinsonian	Disease	MESH:D020734
34629181	1599	1629	idiopathic Parkinsons disease"	1
"2971"	"Parkinsons Disease	Disease	MESH:D010300
34631936	400	419	Parkinsons disease"	1
"2972"	"Parkinsons disease	Disease	MESH:D010300
34634413	105	107	PD	Disease	MESH:D010300
34634413	142	168	neurodegenerative disorder	Disease	MESH:D019636
34634413	224	226	PD	Disease	MESH:D010300
34634413	452	454	PD	Disease	MESH:D010300
34634413	480	486	tremor	Disease	MESH:D014202
34634413	488	496	rigidity	Disease	MESH:D009127
34634413	674	676	PD	Disease	MESH:D010300
34634413	843	849	cancer	Disease	MESH:D009369
34634413	854	880	neurodegenerative diseases	Disease	MESH:D019636
34634413	940	965	neurodegenerative disease	Disease	MESH:D019636
34634413	1109	1111	PD	Disease	MESH:D010300
34634413	1210	1212	PD	Disease	MESH:D010300
34634239	133	152	Parkinsons disease"	1
"2973"	"Parkinsons disease	Disease	MESH:D010300
34636961	331	350	Parkinsons disease"	1
"2974"	"Parkinsons Disease	Disease	MESH:D010300
34637165	165	184	Parkinsons disease"	1
"2975"	"Parkinsons disease	Disease	MESH:D010300
34637473	228	247	Parkinsons disease"	1
"2976"	"Parkinsons Disease	Disease	MESH:D010300
34638579	217	236	Parkinsons disease"	1
"2977"	"Parkinsons Disease	Disease	MESH:D010300
34640763	234	236	PD	Disease	MESH:D010300
34640763	255	280	sudden falls and injuries	Disease	MESH:D016757
34640411	222	258	Wolff-Parkinson-White (WPW) syndrome	Disease	MESH:D014927
34639838	982	1006	eating disorder symptoms	Disease	MESH:D051271
34639517	17	23	Apathy	Disease	
34639517	48	67	Parkinsons Disease"	1
"2978"	"Parkinsons disease	Disease	MESH:D010300
34640935	264	266	PD	Disease	MESH:D010300
34640935	414	416	PD	Disease	MESH:D010300
34640935	440	442	PD	Disease	MESH:D010300
34640935	957	991	degeneration of the central lesion	Disease	MESH:D002493
34640935	1199	1233	degeneration of the central lesion	Disease	MESH:D002493
34640935	1410	1437	nervous system degeneration	Disease	MESH:D009421
34640935	1630	1657	nervous system degeneration	Disease	MESH:D009421
34640935	1668	1670	PD	Disease	MESH:D010300
34640799	90	99	Parkinson	Disease	MESH:D010302
34640799	665	684	Parkinsons Disease"	1
"2979"	"Parkinsons disease	Disease	MESH:D010300
34642023	1218	1240	parkinsonian syndromes	Disease	MESH:D020734
34642023	1514	1526	Parkinsonism	Disease	MESH:D010302
34642023	1550	1568	movement disorders	Disease	MESH:D009069
34642023	1591	1606	Joseph Jankovic	Disease	MESH:C536692
34642022	56	68	parkinsonism	Disease	MESH:D010302
34642022	70	82	Parkinsonism	Disease	MESH:D010302
34642022	114	126	bradykinesia	Disease	MESH:D018476
34642022	128	136	rigidity	Disease	MESH:D009127
34642022	142	148	tremor	Disease	MESH:D014202
34642022	150	162	Parkinsonism	Disease	MESH:D010302
34642022	192	211	Parkinsons disease"	1
"2980"	"Parkinsons disease	Disease	MESH:D010300
34650037	1226	1243	synucleinopathies	Disease	MESH:D000080874
34649886	22	39	Parkinson Disease	Disease	MESH:D010300
34649886	226	245	Parkinsons disease"	1
"2981"	"Parkinsons disease	Disease	MESH:D010300
34653503	212	214	PD	Disease	MESH:D010300
34653503	334	336	PD	Disease	MESH:D010300
34653503	355	357	PD	Disease	MESH:D010300
34653503	394	396	PD	Disease	MESH:D010300
34653503	412	426	motor disorder	Disease	MESH:D000068079
34653503	428	451	non-motor abnormalities	Disease	MESH:D000068079
34653503	463	515	olfactory deficits and gastrointestinal dysfunctions	Disease	MESH:D005767
34653503	542	544	PD	Disease	MESH:D010300
34653503	664	681	neurodegeneration	Disease	MESH:D019636
34653503	757	759	PD	Disease	MESH:D010300
34653503	1233	1235	PD	Disease	MESH:D010300
34653442	72	99	neurodegenerative disorders	Disease	MESH:D019636
34653442	147	173	neurodegenerative diseases	Disease	MESH:D019636
34653442	175	179	NDDs	Disease	MESH:D019636
34653442	190	209	Alzheimers disease"	1
"2982"	"Parkinsons disease	Disease	MESH:D010300
34656651	100	119	Parkinsons disease"	1
"2983"	"Parkinsons disease	Disease	MESH:D010300
34656902	346	365	Parkinsons disease"	1
"2984"	"Parkinsons disease	Disease	MESH:D010300
34657636	144	146	PD	Disease	MESH:D010300
34657636	160	186	neurodegenerative disorder	Disease	MESH:D019636
34657636	245	247	PD	Disease	MESH:D010300
34657636	437	439	PD	Disease	MESH:D010300
34657636	640	648	toxicity	Disease	MESH:D064420
34657636	757	788	protein degradation dysfunction	Disease	MESH:D055959
34657636	790	815	mitochondrial dysfunction	Disease	MESH:D028361
34657636	1185	1187	PD	Disease	MESH:D010300
34657636	1218	1226	toxicity	Disease	MESH:D064420
34657636	1330	1332	PD	Disease	MESH:D010300
34657356	853	872	Parkinsons disease"	1
"2985"	"Parkinsons disease	Disease	MESH:D010300
34658833	255	257	PD	Disease	MESH:D010300
34658833	424	426	PD	Disease	MESH:D010300
34658833	624	626	PD	Disease	MESH:D010300
34658833	986	988	PD	Disease	MESH:D010300
34658833	1070	1085	tremor-dominant	Disease	MESH:D014202
34658833	1087	1089	TD	Disease	MESH:D014202
34658833	1249	1269	cognitive impairment	Disease	MESH:D003072
34658833	1394	1396	PD	Disease	MESH:D010300
34658833	1718	1720	PD	Disease	MESH:D010300
34658833	1799	1801	PD	Disease	MESH:D010300
34658337	140	159	Parkinsons disease"	1
"2986"	"Parkinsons Disease	Disease	MESH:D010300
34659081	195	214	Parkinsons disease"	1
"2987"	"Parkinsons Disease	Disease	MESH:D010300
34659081	2090	2092	SD	Disease	MESH:D029461
34659081	2316	2318	SD	Disease	MESH:D029461
34659081	2561	2563	PD	Disease	MESH:D010300
34658837	20	38	Metabolic Syndrome	Disease	MESH:D024821
34658837	48	60	Parkinsonian	Disease	MESH:D020734
34658837	145	163	metabolic syndrome	Disease	MESH:D024821
34658837	193	205	parkinsonian	Disease	MESH:D020734
34658837	221	240	Parkinsons disease"	1
"2988"	"Parkinsons Disease	Disease	MESH:D010300
34659089	249	268	Parkinsons disease"	1
"2989"	"Parkinsons disease	Disease	MESH:D010300
34662812	297	299	PD	Disease	MESH:D010300
34662812	1002	1019	neurodegeneration	Disease	MESH:D019636
34662812	1409	1411	PD	Disease	MESH:D010300
34662812	1551	1568	neurodegeneration	Disease	MESH:D019636
34662812	1651	1653	PD	Disease	MESH:D010300
34662807	0	18	Visual dysfunction	Disease	MESH:D014786
34662807	38	58	cognitive impairment	Disease	MESH:D003072
34662807	62	81	Parkinsons disease"	1
"2990"	"Parkinsons disease	Disease	MESH:D010300
34666501	252	254	PD	Disease	MESH:D010300
34666501	274	276	PD	Disease	MESH:D010300
34666501	355	372	neurodegeneration	Disease	MESH:D019636
34666501	396	398	PD	Disease	MESH:D010300
34666501	539	541	PD	Disease	MESH:D010300
34666501	590	604	insufficiently	Disease	MESH:D000309
34666501	651	653	PD	Disease	MESH:D010300
34666501	680	692	Parkinsonism	Disease	MESH:D010302
34666501	744	759	Gaucher Disease	Disease	MESH:D005776
34666501	761	771	RAPSODI GD	Disease	MESH:D005776
34666501	887	889	PD	Disease	MESH:D010300
34666273	52	71	Parkinsons disease"	1
"2991"	"Parkinsons disease	Disease	MESH:D010300
34674795	137	156	Parkinsons disease"	1
"2992"	"Parkinsons Disease	Disease	MESH:D010300
34675786	256	275	Parkinsons disease"	1
"2993"	"Parkinsons disease	Disease	MESH:D010300
34678718	278	280	PD	Disease	MESH:D010300
34678718	684	686	PD	Disease	MESH:D010300
34678580	111	130	Parkinsons disease"	1
"2994"	"Parkinsons disease	Disease	MESH:D010300
34680099	225	227	PD	Disease	MESH:D010300
34680099	430	432	PD	Disease	MESH:D010300
34680099	1888	1890	PD	Disease	MESH:D010300
34680087	856	863	hypoxia	Disease	MESH:D000860
34680087	901	920	Parkinsons disease"	1
"2995"	"Parkinsons Disease	Disease	MESH:D010300
34680141	143	145	PD	Disease	MESH:D010300
34680141	169	194	neurodegenerative disease	Disease	MESH:D019636
34680141	215	217	PD	Disease	MESH:D010300
34680141	596	598	PD	Disease	MESH:D010300
34680141	715	740	mitochondrial dysfunction	Disease	MESH:D028361
34680141	804	806	PD	Disease	MESH:D010300
34680141	1018	1020	PD	Disease	MESH:D010300
34680141	1290	1292	PD	Disease	MESH:D010300
34680141	1383	1385	PD	Disease	MESH:D010300
34680141	1574	1576	PD	Disease	MESH:D010300
34680133	43	72	Neurodegenerative Pathologies	Disease	MESH:D019636
34680133	122	148	neurodegenerative diseases	Disease	MESH:D019636
34680133	150	154	NDDs	Disease	MESH:D019636
34680133	280	284	NDDs	Disease	MESH:D019636
34680133	504	508	NDDs	Disease	MESH:D019636
34680133	535	554	Alzheimers disease"	1
"2996"	"Parkinsons Disease	Disease	MESH:D010300
34680941	199	234	lysosomal enzyme glucocerebrosidase	Disease	MESH:D005776
34680941	285	304	Parkinsons disease"	1
"2997"	"Parkinsons Disease	Disease	MESH:D010300
34685771	106	125	Parkinsons disease"	1
"2998"	"Parkinsons disease	Disease	MESH:D010300
34686591	234	236	PD	Disease	MESH:D010300
34686591	298	300	PD	Disease	MESH:D010300
34686591	588	590	PD	Disease	MESH:D010300
34686591	706	708	PD	Disease	MESH:D010300
34686591	772	774	PD	Disease	MESH:D010300
34686591	845	847	PD	Disease	MESH:D010300
34686591	897	922	mitochondrial dysfunction	Disease	MESH:D028361
34686591	1316	1332	PINK1 deficiency	Disease	MESH:C565276
34686591	1631	1633	PD	Disease	MESH:D010300
34686591	1799	1801	PD	Disease	MESH:D010300
34686591	1889	1891	PD	Disease	MESH:D010300
34686357	0	12	Parkinsonism	Disease	MESH:D010302
34686357	17	33	tremor syndromes	Disease	MESH:D014202
34686357	35	41	Tremor	Disease	MESH:D014202
34686357	59	76	movement disorder	Disease	MESH:D009069
34686357	156	174	movement disorders	Disease	MESH:D009069
34686357	185	197	parkinsonism	Disease	MESH:D010302
34686357	199	207	dystonia	Disease	MESH:D004421
34686357	213	219	ataxia	Disease	MESH:D001259
34686357	242	261	Parkinsons disease"	1
"2999"	"Parkinsons disease	Disease	MESH:D010300
34689857	261	280	Parkinsons disease"	1
"3000"	"Parkinsons Disease	Disease	MESH:D010300
34691027	286	305	Parkinsons disease"	1
"3001"	"Parkinsons disease	Disease	MESH:D010300
34693704	165	174	infection	Disease	MESH:D007239
34693704	193	201	COVID-19	Disease	MESH:C000657245
34693704	290	298	COVID-19	Disease	MESH:C000657245
34693704	303	305	PD	Disease	MESH:D010300
34693704	380	401	neurological symptoms	Disease	MESH:D009422
34693704	449	469	neurological disease	Disease	MESH:D020271
34693704	485	504	Parkinsons disease"	1
"3002"	"Parkinsons disease	Disease	MESH:D010300
34695381	789	801	cytotoxicity	Disease	MESH:D064420
34695381	1616	1624	toxicity	Disease	MESH:D064420
34695238	33	52	Parkinsons Disease"	1
"3003"	"Parkinsons disease	Disease	MESH:D010300
34695654	194	213	Parkinsons Disease"	1
"3004"	"Parkinsons disease	Disease	MESH:D010300
34696975	186	205	Parkinsons disease"	1
"3005"	"Parkinsons Disease	Disease	MESH:D010300
34697772	183	202	Parkinsons disease"	1
"3006"	"Parkinsons disease	Disease	MESH:D010300
34703037	188	190	PD	Disease	MESH:D010300
34703037	218	243	neurodegenerative disease	Disease	MESH:D019636
34703037	350	352	PD	Disease	MESH:D010300
34703037	399	411	constipation	Disease	MESH:D003248
34703037	416	439	orthostatic hypotension	Disease	MESH:D007024
34703037	470	472	PD	Disease	MESH:D010300
34703037	571	573	PD	Disease	MESH:D010300
34703037	740	752	constipation	Disease	MESH:D003248
34703037	797	799	PD	Disease	MESH:D010300
34703037	878	880	PD	Disease	MESH:D010300
34703037	1022	1039	neurodegeneration	Disease	MESH:D019636
34703037	1043	1045	PD	Disease	MESH:D010300
34703037	1437	1454	neurodegeneration	Disease	MESH:D019636
34703037	1458	1460	PD	Disease	MESH:D010300
34702744	51	69	Parkinsons Tremor"	1
"3007"	"Parkinsons disease	Disease	MESH:D010300
34710740	150	158	dementia	Disease	MESH:D003704
34710535	66	110	behavioral impairments and neurodegeneration	Disease	MESH:D020271
34710535	120	139	Parkinsons disease"	1
"3008"	"Parkinsons disease	Disease	MESH:D010300
34713920	286	288	PD	Disease	MESH:D010300
34713920	353	355	PD	Disease	MESH:D010300
34713920	411	413	PD	Disease	MESH:D010300
34713920	454	456	PD	Disease	MESH:D010300
34713920	626	628	PD	Disease	MESH:D010300
34713920	668	670	PD	Disease	MESH:D010300
34713920	1296	1298	PD	Disease	MESH:D010300
34713920	1584	1586	PD	Disease	MESH:D010300
34713920	1681	1683	PD	Disease	MESH:D010300
34713324	68	87	Parkinsons disease"	1
"3009"	"Parkinsons disease	Disease	MESH:D010300
34716339	382	399	neurodegeneration	Disease	MESH:D019636
34716339	1145	1162	neurodegeneration	Disease	MESH:D019636
34716339	1247	1268	neuronal degeneration	Disease	MESH:D009410
34715821	45	64	Parkinsons disease"	1
"3010"	"Parkinsons disease	Disease	MESH:D010300
34717775	563	565	PD	Disease	MESH:D010300
34717775	571	579	dementia	Disease	MESH:D003704
34717775	660	662	PD	Disease	MESH:D010300
34717775	792	794	PD	Disease	MESH:D010300
34717775	1005	1007	PD	Disease	MESH:D010300
34717775	1183	1186	LBD	Disease	MESH:D020961
34717775	1191	1193	PD	Disease	MESH:D010300
34717775	1454	1456	PD	Disease	MESH:D010300
34717679	60	79	Parkinsons Disease"	1
"3011"	"Parkinsons disease	Disease	MESH:D010300
34721266	469	471	PD	Disease	MESH:D010300
34721266	641	643	PD	Disease	MESH:D010300
34721266	667	669	PD	Disease	MESH:D010300
34721266	704	706	PD	Disease	MESH:D010300
34721266	729	731	PD	Disease	MESH:D010300
34721266	1158	1160	PD	Disease	MESH:D010300
34721266	1470	1472	PD	Disease	MESH:D010300
34721266	1727	1754	left inferior frontal gyrus	Disease	MESH:C564353
34721266	1791	1793	PD	Disease	MESH:D010300
34721266	1905	1907	PD	Disease	MESH:D010300
34721258	0	25	Abnormal Functional Brain	Disease	MESH:D001927
34721258	37	56	Parkinsons Disease"	1
"3012"	"Parkinsons disease	Disease	MESH:D010300
34727977	412	414	PD	Disease	MESH:D010300
34727977	764	776	parkinsonian	Disease	MESH:D020734
34727977	1187	1220	microgliosis or neuroinflammation	Disease	MESH:D020078
34727977	2627	2646	axonal degeneration	Disease	MESH:D009410
34727977	2650	2652	PD	Disease	MESH:D010300
34727294	542	554	hearing loss	Disease	MESH:D034381
34727294	757	769	hearing loss	Disease	MESH:D034381
34727255	90	109	Parkinsons disease"	1
"3013"	"Parkinsons disease	Disease	MESH:D010300
34729301	104	123	Parkinsons disease"	1
"3014"	"Parkinsons disease	Disease	MESH:D010300
34730940	278	280	PD	Disease	MESH:D010300
34730624	32	41	Parkinson	Disease	MESH:D010302
34730624	188	207	Parkinsons disease"	1
"3015"	"Parkinsons Disease	Disease	MESH:D010300
34733860	52	71	Parkinsons disease"	1
"3016"	"Parkinsons disease	Disease	MESH:D010300
34735584	156	182	neurodegenerative diseases	Disease	MESH:D019636
34735584	514	541	neurodegenerative disorders	Disease	MESH:D019636
34735584	549	566	synucleinopathies	Disease	MESH:D000080874
34735584	618	637	Parkinsons disease"	1
"3017"	"Parkinsons disease	Disease	MESH:D010300
34737044	1232	1245	neurotoxicity	Disease	MESH:D020258
34737044	1888	1907	Parkinsons disease"	1
"3018"	"Parkinsons disease	Disease	MESH:D010300
34737044	333	352	Parkinsons disease"	1
"3019"	"Parkinsons disease	Disease	MESH:D010300
34739911	87	106	Parkinsons disease"	1
"3020"	"Parkinsons Disease	Disease	MESH:D010300
34741486	149	167	glucocerebrosidase	Disease	MESH:D005776
34741486	174	191	Gauchers disease"	1
"3021"	"Parkinsons disease	Disease	MESH:D010300
34741486	260	262	PD	Disease	MESH:D010300
34741486	325	342	Gauchers disease"	1
"3022"	"Parkinsons disease	Disease	MESH:D010300
34742348	222	241	Parkinsons disease"	1
"3023"	"Parkinsons disease	Disease	MESH:D010300
34742741	99	118	Parkinsons disease"	1
"3024"	"Parkinsons Disease	Disease	MESH:D010300
34744053	103	122	Parkinsons disease"	1
"3025"	"Parkinsons disease	Disease	MESH:D010300
34746302	59	78	Parkinsons Disease"	1
"3026"	"Parkinsons Disease	Disease	MESH:D010300
34749824	230	232	PD	Disease	MESH:D010300
34749824	341	343	PD	Disease	MESH:D010300
34749824	411	413	PD	Disease	MESH:D010300
34749824	490	492	PD	Disease	MESH:D010300
34749824	546	564	cognitive deficits	Disease	MESH:D003072
34749824	566	573	anxiety	Disease	MESH:D001007
34749824	579	602	orthostatic hypotension	Disease	MESH:D007024
34749824	751	753	PD	Disease	MESH:D010300
34749824	2418	2420	PD	Disease	MESH:D010300
34749824	2437	2439	PD	Disease	MESH:D010300
34749815	120	139	Parkinsons disease"	1
"3027"	"Parkinsons disease	Disease	MESH:D010300
34750479	122	124	PD	Disease	MESH:D010300
34750479	641	643	PD	Disease	MESH:D010300
34750479	1398	1422	actual motor impairments	Disease	MESH:D000068079
34750479	1594	1615	movement dysfunctions	Disease	MESH:D009069
34750225	107	126	Parkinsons Disease"	1
"3028"	"Parkinsons disease	Disease	MESH:D010300
34750787	260	262	PD	Disease	MESH:D010300
34750787	274	291	synucleinopathies	Disease	MESH:D000080874
34750787	1197	1220	dysfunctional vesicular	Disease	MESH:D012872
34750787	1330	1332	PD	Disease	MESH:D010300
34750787	1337	1354	synucleinopathies	Disease	MESH:D000080874
34750787	1641	1643	PD	Disease	MESH:D010300
34750787	1654	1671	synucleinopathies	Disease	MESH:D000080874
34750479	77	96	Parkinsons disease"	1
"3029"	"Parkinsons disease	Disease	MESH:D010300
34754035	121	123	PD	Disease	MESH:D010300
34754035	367	369	PD	Disease	MESH:D010300
34754035	695	712	impaired neuritic	Disease	MESH:D058225
34753856	141	164	congenital hearing loss	Disease	MESH:D034381
34753856	246	258	hearing loss	Disease	MESH:D034381
34753856	327	339	hearing loss	Disease	MESH:D034381
34753856	976	988	hearing loss	Disease	MESH:D034381
34753856	1078	1091	sensorineural	Disease	MESH:D006313
34753856	1116	1169	hearing loss and central auditory processing disorder	Disease	MESH:D006311
34753856	1408	1420	hearing loss	Disease	MESH:D034381
34753856	2467	2479	hearing loss	Disease	MESH:D034381
34753856	2626	2638	hearing loss	Disease	MESH:D034381
34753740	21	32	dysrhythmia	Disease	MESH:D001145
34753740	183	195	Parkinsonism	Disease	MESH:D010302
34753740	559	571	Parkinsonism	Disease	MESH:D010302
34753740	938	949	dysrhythmia	Disease	MESH:D001145
34753740	1325	1337	dysrhythmias	Disease	MESH:D001145
34753740	1463	1475	Parkinsonism	Disease	MESH:D010302
34753740	1613	1625	dysrhythmias	Disease	MESH:D001145
34753740	1944	1956	Parkinsonism	Disease	MESH:D010302
34753740	2177	2196	Parkinsons disease"	1
"3030"	"Parkinsons disease	Disease	MESH:D010300
34756665	150	152	PD	Disease	MESH:D010300
34755889	115	134	Parkinson s disease	Disease	MESH:D010300
34755889	170	189	Parkinsons disease"	1
"3031"	"Parkinsons disease	Disease	MESH:D010300
34761055	1097	1116	Parkinsons Disease"	1
"3032"	"Parkinsons disease	Disease	MESH:D010300
34761055	1454	1473	Parkinsons disease"	1
"3033"	"Parkinsons Disease	Disease	MESH:D010300
34765683	46	63	Parkinson Disease	Disease	MESH:D010300
34765683	168	187	Parkinsons disease"	1
"3034"	"Parkinsons disease	Disease	MESH:D010300
34768771	55	113	Bulb Dyshomeostatic Proteome across Neurological Disorders	Disease	MESH:D009422
34768771	154	175	Olfactory dysfunction	Disease	MESH:D000857
34768771	224	250	neurodegenerative diseases	Disease	MESH:D019636
34768771	434	456	neurological disorders	Disease	MESH:D009422
34768771	612	629	smell dysfunction	Disease	MESH:D000857
34768771	735	754	Alzheimers disease"	1
"3035"	"Parkinsons disease	Disease	MESH:D010300
34768886	439	458	Parkinsons disease"	1
"3036"	"Parkinsons disease	Disease	MESH:D010300
34769043	114	116	PD	Disease	MESH:D010300
34769043	350	358	stresses	Disease	MESH:D000079225
34769043	488	490	PD	Disease	MESH:D010300
34769043	875	884	mortality	Disease	MESH:D003643
34769023	228	247	Parkinsons disease"	1
"3037"	"Parkinsons Disease	Disease	MESH:D010300
34769132	127	146	Parkinsons disease"	1
"3038"	"Parkinsons disease	Disease	MESH:D010300
34769517	110	112	PD	Disease	MESH:D010300
34769517	142	167	neurodegenerative disease	Disease	MESH:D019636
34769517	399	404	death	Disease	MESH:D003643
34769517	438	463	mitochondrial dysfunction	Disease	MESH:D028361
34769517	465	492	protein homeostasis failure	Disease	MESH:D006333
34769517	860	874	carcinogenesis	Disease	MESH:D063646
34769517	880	889	infection	Disease	MESH:D007239
34769517	978	980	PD	Disease	MESH:D010300
34769517	991	1017	neurodegenerative diseases	Disease	MESH:D019636
34769517	1071	1079	toxicity	Disease	MESH:D064420
34769517	1179	1181	PD	Disease	MESH:D010300
34769517	1198	1214	sporadic disease	Disease	MESH:D003141
34769517	1320	1322	PD	Disease	MESH:D010300
34769179	131	144	Neurotoxicity	Disease	MESH:D020258
34769179	146	170	Neurogenerative diseases	Disease	MESH:D020078
34769179	180	199	Parkinsons disease"	1
"3039"	"Parkinsons disease	Disease	MESH:D010300
34775206	202	204	PD	Disease	MESH:D010300
34775206	230	262	neurodegenerative human disorder	Disease	MESH:D019636
34775206	348	350	PD	Disease	MESH:D010300
34775206	651	653	PD	Disease	MESH:D010300
34775206	807	809	PD	Disease	MESH:D010300
34775206	1579	1587	toxicity	Disease	MESH:D064420
34775206	1992	1994	PD	Disease	MESH:D010300
34774656	65	84	Parkinsons disease"	1
"3040"	"Parkinsons disease	Disease	MESH:D010300
34779072	24	36	parkinsonism	Disease	MESH:D010302
34779072	104	123	Parkinsons disease"	1
"3041"	"Parkinsons disease	Disease	MESH:D010300
34779525	1011	1023	parkinsonism	Disease	MESH:D010302
34779525	1051	1080	amyotrophic lateral sclerosis	Disease	MESH:D000690
34779525	1118	1125	atrophy	Disease	MESH:D001284
34779525	1749	1764	synucleinopathy	Disease	MESH:D000080874
34779525	1915	1932	neurodegeneration	Disease	MESH:D019636
34779525	1955	1986	Parkinson and Movement Disorder	Disease	MESH:D010302
34779396	99	118	Parkinsons disease"	1
"3042"	"Parkinsons disease	Disease	MESH:D010300
34779914	229	231	PD	Disease	MESH:D010300
34779914	558	560	PD	Disease	MESH:D010300
34779914	782	784	PD	Disease	MESH:D010300
34779914	974	976	PD	Disease	MESH:D010300
34779914	1609	1636	spine posture abnormalities	Disease	MESH:D013575
34779538	80	99	Parkinsons Disease"	1
"3043"	"Parkinsons disease	Disease	MESH:D010300
34780474	1000	1005	death	Disease	MESH:D003643
34780474	1489	1503	proteotoxicity	Disease	
34780079	57	76	Parkinsons disease"	1
"3044"	"Parkinsons disease	Disease	MESH:D010300
34782582	1135	1154	Parkinsons disease"	1
"3045"	"Parkinsons disease	Disease	MESH:D010300
34782582	205	224	Parkinsons disease"	1
"3046"	"Parkinsons disease	Disease	MESH:D010300
34788284	170	189	Parkinsons disease"	1
"3047"	"Parkinsons disease	Disease	MESH:D010300
34793693	466	468	PD	Disease	MESH:D010300
34793693	657	714	aggregation of immature lysosomal beta-glucocerebrosidase	Disease	MESH:D005776
34793693	730	732	PD	Disease	MESH:D010300
34793693	911	966	proteostasis machinery promotes beta-glucocerebrosidase	Disease	MESH:D057165
34793693	1271	1292	proteostasis branches	Disease	MESH:D057165
34793693	1328	1330	PD	Disease	MESH:D010300
34793375	0	54	Instructional Cueing Alters Upper Limb Muscle Activity	Disease	MESH:D038062
34793375	481	498	external rotation	Disease	MESH:D009069
34793375	643	661	upper limb muscles	Disease	MESH:D038062
34793375	1195	1212	external rotation	Disease	MESH:D009069
34793264	1298	1308	enthusiasm	Disease	
34792911	351	358	cancers	Disease	MESH:D009369
34792911	360	379	Parkinsons disease"	1
"3048"	"Parkinsons Disease	Disease	MESH:D010300
34798606	1043	1051	LRRK2-PD	Disease	MESH:D010300
34798606	1078	1086	LRRK2-PD	Disease	MESH:D010300
34798606	1204	1214	dyskinesia	Disease	MESH:D004409
34798606	1256	1262	tremor	Disease	MESH:D014202
34798606	1281	1289	LRRK2-PD	Disease	MESH:D010300
34798606	1370	1380	dyskinesia	Disease	MESH:D004409
34798606	1480	1486	tremor	Disease	MESH:D014202
34798606	1559	1561	PD	Disease	MESH:D010300
34798606	1768	1770	PD	Disease	MESH:D010300
34798606	1846	1856	depression	Disease	MESH:D000275
34798606	1956	1964	LRRK2-PD	Disease	MESH:D010300
34798606	2058	2068	dyskinesia	Disease	MESH:D004409
34798606	2169	2171	PD	Disease	MESH:D010300
34798606	2340	2350	dyskinesia	Disease	MESH:D004409
34798606	2352	2362	Dyskinesia	Disease	MESH:D004409
34798606	2444	2450	tremor	Disease	MESH:D014202
34798352	58	77	Parkinsons disease"	1
"3049"	"Parkinsons disease	Disease	MESH:D010300
34799977	285	287	PD	Disease	MESH:D010300
34799977	1019	1021	PD	Disease	MESH:D010300
34799977	1660	1662	PD	Disease	MESH:D010300
34799977	1926	1928	PD	Disease	MESH:D010300
34799630	187	208	neurological diseases	Disease	MESH:D020271
34799630	713	732	Alzheimers disease"	1
"3050"	"Parkinsons disease	Disease	MESH:D010300
34800266	293	295	PD	Disease	MESH:D010300
34800266	610	627	neurodegeneration	Disease	MESH:D019636
34800266	1143	1145	PD	Disease	MESH:D010300
34800244	89	95	Cancer	Disease	MESH:D009369
34800244	113	119	Cancer	Disease	MESH:D009369
34800244	205	211	cancer	Disease	MESH:D009369
34800244	468	474	cancer	Disease	MESH:D009369
34800244	660	666	Cancer	Disease	MESH:D009369
34800244	759	765	cancer	Disease	MESH:D009369
34800244	1328	1334	Cancer	Disease	MESH:D009369
34799977	120	139	Parkinsons disease"	1
